ENST00000362091	CCDS7072.1
ENST00000219252	CCDS10782.1
ENST00000219255	CCDS10843.1
ENST00000219271	CCDS10792.1
ENST00000219281	CCDS10791.1
ENST00000219299	CCDS10795.1
ENST00000219302	CCDS10443.1
ENST00000219313	CCDS10910.1
ENST00000219320	CCDS10800.1
ENST00000219322	CCDS10870.1
ENST00000219334	CCDS10867.1
ENST00000219345	CCDS10864.1
ENST00000219368	CCDS10911.1
ENST00000219400	CCDS10930.1
ENST00000219409	CCDS10404.1
ENST00000219439	CCDS10942.1
ENST00000219454	CCDS10946.1
ENST00000219476	CCDS10458.1
ENST00000219479	CCDS10408.1
ENST00000219481	CCDS10409.1
ENST00000219535	CCDS10423.1
ENST00000219542	CCDS10422.1
ENST00000219548	CCDS10419.1
ENST00000219551	CCDS10418.1
ENST00000219558	CCDS10433.1
ENST00000219593	CCDS10596.1
ENST00000219596	CCDS10498.1
ENST00000219599	CCDS10597.1
ENST00000219611	CCDS10410.1
ENST00000219638	CCDS10613.1
ENST00000219660	CCDS10626.1
ENST00000219689	CCDS10607.1
ENST00000219700	CCDS10517.1
ENST00000219771	CCDS10651.1
ENST00000219789	CCDS10657.1
ENST00000219794	CCDS10705.1
ENST00000219797	CCDS10706.1
ENST00000219821	CCDS10577.1
ENST00000219827	CCDS10579.1
ENST00000219833	CCDS10754.1
ENST00000219865	CCDS10022.1
ENST00000219891	CCDS10129.1
ENST00000219919	CCDS10165.1
ENST00000220003	CCDS10269.1
ENST00000220062	CCDS10200.1
ENST00000220166	CCDS10308.1
ENST00000220244	CCDS10315.1
ENST00000220325	CCDS10081.1
ENST00000220429	CCDS10135.1
ENST00000220478	CCDS10142.1
ENST00000220496	CCDS10065.1
ENST00000220507	CCDS10068.1
ENST00000220509	CCDS10069.1
ENST00000220514	CCDS10074.1
ENST00000220531	CCDS10126.1
ENST00000220562	CCDS6070.1
ENST00000220577	CCDS6373.1
ENST00000220584	CCDS5985.1
ENST00000220592	CCDS6380.1
ENST00000220597	CCDS6227.1
ENST00000220659	CCDS6098.1
ENST00000220669	CCDS6232.1
ENST00000220676	CCDS6160.1
ENST00000220751	CCDS6247.1
ENST00000220763	CCDS6273.1
ENST00000220764	CCDS6250.1
ENST00000220781	CCDS6275.1
ENST00000220809	CCDS6126.1
ENST00000220810	CCDS6217.1
ENST00000220812	CCDS6130.1
ENST00000220849	CCDS6308.1
ENST00000220853	CCDS6309.1
ENST00000220856	CCDS6372.1
ENST00000220888	CCDS6318.1
ENST00000220913	CCDS6379.1
ENST00000220931	CCDS6292.1
ENST00000220940	CCDS6391.1
ENST00000220966	CCDS6407.1
ENST00000221086	CCDS5979.1
ENST00000221114	CCDS6076.1
ENST00000221132	CCDS6039.1
ENST00000221138	CCDS6079.1
ENST00000221166	CCDS6046.1
ENST00000221200	CCDS6048.1
ENST00000221204	CCDS6004.1
ENST00000221209	CCDS6050.1
ENST00000221232	CCDS12880.1
ENST00000221233	CCDS12580.1
ENST00000221264	CCDS12628.1
ENST00000221265	CCDS12533.1
ENST00000221283	CCDS12181.1
ENST00000221315	CCDS12848.1
ENST00000221327	CCDS12639.1
ENST00000221347	CCDS12546.1
ENST00000221399	CCDS12739.1
ENST00000221403	CCDS12741.1
ENST00000221421	CCDS12748.1
ENST00000221444	CCDS12755.1
ENST00000221448	CCDS12756.1
ENST00000221455	CCDS12652.1
ENST00000221459	CCDS12757.1
ENST00000221466	CCDS12770.1
ENST00000221476	CCDS12659.1
ENST00000221480	CCDS12178.1
ENST00000221485	CCDS12764.1
ENST00000221486	CCDS12282.1
ENST00000221494	CCDS12084.1
ENST00000221496	CCDS12085.1
ENST00000221498	CCDS12762.1
ENST00000221515	CCDS12182.1
ENST00000221538	CCDS12675.1
ENST00000221543	CCDS12785.1
ENST00000221554	CCDS12296.1
ENST00000221557	CCDS12782.1
ENST00000221561	CCDS12101.1
ENST00000221566	CCDS12094.1
ENST00000221573	CCDS12190.1
ENST00000221576	CCDS12298.1
ENST00000221665	CCDS12928.1
ENST00000221671	CCDS12345.1
ENST00000221700	CCDS12336.1
ENST00000221730	CCDS12327.1
ENST00000221740	CCDS12323.1
ENST00000221742	CCDS12321.1
ENST00000221770	CCDS12416.1
ENST00000221784	CCDS12423.1
ENST00000221801	CCDS12545.1
ENST00000221818	CCDS12551.1
ENST00000221847	CCDS12123.1
ENST00000221852	CCDS12125.1
ENST00000221855	CCDS12488.1
ENST00000221856	CCDS12127.1
ENST00000221859	CCDS12487.1
ENST00000221922	CCDS12698.1
ENST00000221926	CCDS12109.1
ENST00000221957	CCDS12137.1
ENST00000221972	CCDS12589.1
ENST00000221973	CCDS12831.1
ENST00000221975	CCDS12588.1
ENST00000221978	CCDS12830.1
ENST00000221980	CCDS12233.1
ENST00000221992	CCDS12584.1
ENST00000221996	CCDS12706.1
ENST00000221999	CCDS12586.1
ENST00000222002	CCDS12707.1
ENST00000222005	CCDS12237.1
ENST00000222008	CCDS12593.1
ENST00000222032	CCDS12606.1
ENST00000222053	CCDS12721.1
ENST00000222115	CCDS12838.1
ENST00000222120	CCDS12257.1
ENST00000222122	CCDS12728.1
ENST00000222125	CCDS12156.1
ENST00000222139	CCDS12260.1
ENST00000222145	CCDS12731.1
ENST00000222157	CCDS12734.1
ENST00000222190	CCDS12274.1
ENST00000222212	CCDS12868.1
ENST00000222214	CCDS12286.1
ENST00000222219	CCDS12284.1
ENST00000222224	CCDS12881.1
ENST00000222247	CCDS12367.1
ENST00000222248	CCDS12368.1
ENST00000222250	CCDS12370.1
ENST00000222254	CCDS12371.1
ENST00000222256	CCDS12372.1
ENST00000222266	CCDS12474.1
ENST00000222271	CCDS12385.1
ENST00000222275	CCDS12470.1
ENST00000222284	CCDS12466.1
ENST00000222286	CCDS12465.1
ENST00000222304	CCDS12454.1
ENST00000222305	CCDS12452.1
ENST00000222307	CCDS12381.1
ENST00000222329	CCDS12600.1
ENST00000222330	CCDS12599.1
ENST00000222374	CCDS12627.1
ENST00000222381	CCDS5638.1
ENST00000222382	CCDS5675.1
ENST00000222388	CCDS5922.1
ENST00000222390	CCDS5597.1
ENST00000222399	CCDS5750.1
ENST00000222402	CCDS5474.1
ENST00000222418	CCDS5783.1
ENST00000222462	CCDS5781.1
ENST00000222481	CCDS5817.1
ENST00000222482	CCDS5818.1
ENST00000222511	CCDS5617.1
ENST00000222543	CCDS5632.1
ENST00000222547	CCDS5635.1
ENST00000222553	CCDS5737.1
ENST00000222569	CCDS5739.1
ENST00000222572	CCDS5640.1
ENST00000222573	CCDS5370.1
ENST00000222574	CCDS5741.1
ENST00000222584	CCDS5373.1
ENST00000222597	CCDS5747.1
ENST00000222598	CCDS5647.1
ENST00000222605	CCDS5842.1
ENST00000222644	CCDS5388.1
ENST00000222674	CCDS5395.1
ENST00000222690	CCDS5495.1
ENST00000222693	CCDS5766.1
ENST00000222718	CCDS5403.1
ENST00000222726	CCDS5406.1
ENST00000222728	CCDS5407.1
ENST00000222747	CCDS5777.1
ENST00000222753	CCDS5412.1
ENST00000222761	CCDS5413.1
ENST00000222792	CCDS5420.1
ENST00000222800	CCDS5558.1
ENST00000222803	CCDS5423.1
ENST00000222823	CCDS5427.1
ENST00000222836	CCDS5429.1
ENST00000222847	CCDS5873.1
ENST00000222857	CCDS5544.1
ENST00000222969	CCDS5663.1
ENST00000222982	CCDS5672.1
ENST00000222990	CCDS5331.1
ENST00000223026	CCDS5789.1
ENST00000223028	CCDS5791.1
ENST00000223029	CCDS5344.1
ENST00000223054	CCDS5701.1
ENST00000223061	CCDS5700.1
ENST00000223073	CCDS5801.1
ENST00000223084	CCDS5438.1
ENST00000223095	CCDS5711.1
ENST00000223114	CCDS5714.1
ENST00000223122	CCDS5355.1
ENST00000223127	CCDS5715.1
ENST00000223129	CCDS5356.1
ENST00000223208	CCDS5821.1
ENST00000223214	CCDS5453.1
ENST00000223215	CCDS5822.1
ENST00000223271	CCDS5902.1
ENST00000223273	CCDS5459.1
ENST00000223274	CCDS5364.1
ENST00000223293	CCDS5905.1
ENST00000223298	CCDS5908.1
ENST00000223321	CCDS5467.1
ENST00000223324	CCDS5468.1
ENST00000223336	CCDS5471.1
ENST00000223357	CCDS5476.1
ENST00000223361	CCDS5477.1
ENST00000223364	CCDS5478.1
ENST00000223368	CCDS5550.1
ENST00000223369	CCDS5482.1
ENST00000223381	CCDS5929.1
ENST00000223398	CCDS5569.1
ENST00000223423	CCDS6843.1
ENST00000223427	CCDS6985.1
ENST00000223459	CCDS10684.1
ENST00000223500	CCDS6537.1
ENST00000223522	CCDS6853.1
ENST00000223528	CCDS6766.1
ENST00000223537	CCDS6765.1
ENST00000223641	CCDS6741.1
ENST00000223642	CCDS6826.1
ENST00000223657	CCDS6697.1
ENST00000223661	CCDS6698.1
ENST00000223692	CCDS6838.1
ENST00000223758	CCDS6797.1
ENST00000223795	CCDS6810.1
ENST00000223836	CCDS6881.1
ENST00000223837	CCDS6454.1
ENST00000223862	CCDS6462.1
ENST00000223864	CCDS6463.1
ENST00000223950	CCDS6441.1
ENST00000223955	CCDS6442.1
ENST00000223979	CCDS6932.1
ENST00000224050	CCDS6526.1
ENST00000224073	CCDS7011.1
ENST00000224140	CCDS6947.1
ENST00000224152	CCDS7021.1
ENST00000224167	CCDS7019.1
ENST00000224181	CCDS7017.1
ENST00000224237	CCDS7120.1
ENST00000224242	CCDS7639.1
ENST00000224291	CCDS7481.1
ENST00000224324	CCDS7162.1
ENST00000224337	CCDS7446.1
ENST00000224356	CCDS7426.1
ENST00000224424	CCDS7447.1
ENST00000224600	CCDS7218.1
ENST00000224605	CCDS7220.1
ENST00000224764	CCDS7378.1
ENST00000224776	CCDS7384.1
ENST00000224784	CCDS7392.1
ENST00000224807	CCDS7508.1
ENST00000224809	CCDS7509.1
ENST00000224821	CCDS7519.1
ENST00000224853	CCDS7144.1
ENST00000224892	CCDS7640.1
ENST00000224944	CCDS7551.1
ENST00000224950	CCDS7552.1
ENST00000224974	CCDS7246.1
ENST00000225000	CCDS7661.1
ENST00000225033	CCDS7560.1
ENST00000225171	CCDS7271.1
ENST00000225174	CCDS7358.1
ENST00000225245	CCDS11307.1
ENST00000225275	CCDS11604.1
ENST00000225276	CCDS11747.1
ENST00000225296	CCDS11072.1
ENST00000225308	CCDS11482.1
ENST00000225328	CCDS11034.1
ENST00000225371	CCDS11602.1
ENST00000225387	CCDS11249.1
ENST00000225394	CCDS11250.1
ENST00000225396	CCDS11319.1
ENST00000225410	CCDS11312.1
ENST00000225426	CCDS11328.1
ENST00000225474	CCDS11357.1
ENST00000225504	CCDS11606.1
ENST00000225507	CCDS11607.1
ENST00000225512	CCDS11505.1
ENST00000225519	CCDS11030.1
ENST00000225525	CCDS11032.1
ENST00000225538	CCDS11040.1
ENST00000225567	CCDS11507.1
ENST00000225573	CCDS11522.1
ENST00000225576	CCDS11170.1
ENST00000225577	CCDS11621.1
ENST00000225603	CCDS11525.1
ENST00000225609	CCDS11176.1
ENST00000225614	CCDS11728.1
ENST00000225646	CCDS11063.1
ENST00000225648	CCDS11531.1
ENST00000225655	CCDS11061.1
ENST00000225665	CCDS11059.1
ENST00000225688	CCDS11185.1
ENST00000225696	CCDS11070.1
ENST00000225698	CCDS11071.1
ENST00000225719	CCDS11257.1
ENST00000225724	CCDS11258.1
ENST00000225726	CCDS11643.1
ENST00000225728	CCDS11078.1
ENST00000225729	CCDS11191.1
ENST00000225737	CCDS11214.1
ENST00000225740	CCDS11212.1
ENST00000225760	CCDS11657.1
ENST00000225777	CCDS11753.1
ENST00000225792	CCDS11659.1
ENST00000225823	CCDS11276.1
ENST00000225831	CCDS11277.1
ENST00000225840	CCDS11280.1
ENST00000225842	CCDS11282.1
ENST00000225844	CCDS11281.1
ENST00000225873	CCDS11296.1
ENST00000225893	CCDS11324.1
ENST00000225899	CCDS11393.1
ENST00000225916	CCDS11417.1
ENST00000225927	CCDS11427.1
ENST00000225929	CCDS11428.1
ENST00000225941	CCDS11546.1
ENST00000225964	CCDS11561.1
ENST00000225969	CCDS11564.1
ENST00000225972	CCDS11566.1
ENST00000225973	CCDS11452.1
ENST00000225992	CCDS11472.1
ENST00000226004	CCDS11469.1
ENST00000226021	CCDS11668.1
ENST00000226067	CCDS11585.1
ENST00000226090	CCDS11678.1
ENST00000226091	CCDS11120.1
ENST00000226094	CCDS11679.1
ENST00000226105	CCDS11137.1
ENST00000226193	CCDS11151.1
ENST00000226207	CCDS11155.1
ENST00000226209	CCDS11157.1
ENST00000226211	CCDS11706.1
ENST00000226218	CCDS11229.1
ENST00000226225	CCDS11227.1
ENST00000226235	CCDS11710.1
ENST00000226245	CCDS11168.1
ENST00000226247	CCDS11232.1
ENST00000226253	CCDS11236.1
ENST00000226279	CCDS3417.1
ENST00000226284	CCDS3624.1
ENST00000226299	CCDS3422.1
ENST00000226317	CCDS3560.1
ENST00000226328	CCDS3547.1
ENST00000226355	CCDS3557.1
ENST00000226359	CCDS3556.1
ENST00000226382	CCDS3463.1
ENST00000226413	CCDS3517.1
ENST00000226432	CCDS3486.1
ENST00000226444	CCDS3531.1
ENST00000226522	CCDS3652.1
ENST00000226524	CCDS3561.1
ENST00000226574	CCDS3657.1
ENST00000226578	CCDS3658.1
ENST00000226587	CCDS3660.1
ENST00000226594	CCDS3612.1
ENST00000226730	CCDS3726.1
ENST00000226734	CCDS3680.1
ENST00000226760	CCDS3386.1
ENST00000226877	CCDS3430.1
ENST00000226972	CCDS3410.1
ENST00000227135	CCDS8450.1
ENST00000227155	CCDS7909.1
ENST00000227157	CCDS7839.1
ENST00000227163	CCDS7933.1
ENST00000227251	CCDS8351.1
ENST00000227266	CCDS8282.1
ENST00000227322	CCDS8375.1
ENST00000227348	CCDS8437.1
ENST00000227349	CCDS8438.1
ENST00000227378	CCDS8440.1
ENST00000227474	CCDS8466.1
ENST00000227495	CCDS8474.1
ENST00000227503	CCDS8081.1
ENST00000227507	CCDS8191.1
ENST00000227520	CCDS7993.1
ENST00000227524	CCDS7995.1
ENST00000227525	CCDS7996.1
ENST00000227613	CCDS8211.1
ENST00000227618	CCDS8210.1
ENST00000227638	CCDS8296.1
ENST00000227665	CCDS8376.1
ENST00000227667	CCDS8377.1
ENST00000227752	CCDS8388.1
ENST00000227756	CCDS7807.1
ENST00000227758	CCDS8316.1
ENST00000227868	CCDS7896.1
ENST00000227880	CCDS7998.1
ENST00000227918	CCDS8018.1
ENST00000227926	CCDS7919.1
ENST00000228136	CCDS7822.1
ENST00000228140	CCDS7823.1
ENST00000228245	CCDS8519.1
ENST00000228251	CCDS8630.1
ENST00000228253	CCDS8797.1
ENST00000228284	CCDS9117.1
ENST00000228291	CCDS8502.1
ENST00000228306	CCDS9193.1
ENST00000228318	CCDS9066.1
ENST00000228329	CCDS9040.1
ENST00000228330	CCDS9039.1
ENST00000228345	CCDS8507.1
ENST00000228347	CCDS9105.1
ENST00000228425	CCDS8713.1
ENST00000228434	CCDS8604.1
ENST00000228437	CCDS9115.1
ENST00000228438	CCDS8605.1
ENST00000228468	CCDS8796.1
ENST00000228476	CCDS9122.1
ENST00000228495	CCDS9128.1
ENST00000228506	CCDS9206.1
ENST00000228510	CCDS9132.1
ENST00000228515	CCDS8807.1
ENST00000228534	CCDS8916.1
ENST00000228567	CCDS8732.1
ENST00000228606	CCDS8954.1
ENST00000228641	CCDS9019.1
ENST00000228644	CCDS9020.1
ENST00000228682	CCDS8940.1
ENST00000228740	CCDS9059.1
ENST00000228741	CCDS9060.1
ENST00000228777	CCDS8501.1
ENST00000228782	CCDS8510.1
ENST00000228799	CCDS8513.1
ENST00000228820	CCDS8523.1
ENST00000228825	CCDS9146.1
ENST00000228827	CCDS9147.1
ENST00000228837	CCDS8527.1
ENST00000228850	CCDS8531.1
ENST00000228858	CCDS8535.1
ENST00000228862	CCDS8650.1
ENST00000228865	CCDS8651.1
ENST00000228872	CCDS8653.1
ENST00000228887	CCDS8658.1
ENST00000228916	CCDS8543.1
ENST00000228918	CCDS8544.1
ENST00000228936	CCDS8668.1
ENST00000228938	CCDS8669.1
ENST00000228945	CCDS8671.1
ENST00000228955	CCDS9252.1
ENST00000229002	CCDS8679.1
ENST00000229003	CCDS8754.1
ENST00000229022	CCDS8757.1
ENST00000229030	CCDS9267.1
ENST00000229043	CCDS9185.1
ENST00000229134	CCDS8981.1
ENST00000229135	CCDS8980.1
ENST00000229138	CCDS8900.1
ENST00000229179	CCDS8985.1
ENST00000229201	CCDS8918.1
ENST00000229214	CCDS9012.1
ENST00000229238	CCDS8547.1
ENST00000229239	CCDS8549.1
ENST00000229243	CCDS8554.1
ENST00000229251	CCDS8558.1
ENST00000229264	CCDS8564.1
ENST00000229265	CCDS8565.1
ENST00000229266	CCDS9086.1
ENST00000229270	CCDS8566.1
ENST00000229274	CCDS8567.1
ENST00000229277	CCDS8570.1
ENST00000229281	CCDS8571.1
ENST00000229304	CCDS8579.1
ENST00000229314	CCDS8689.1
ENST00000229328	CCDS9191.1
ENST00000229329	CCDS8696.1
ENST00000229330	CCDS9097.1
ENST00000229332	CCDS8590.1
ENST00000229379	CCDS9197.1
ENST00000229387	CCDS9108.1
ENST00000229390	CCDS9199.1
ENST00000229395	CCDS8709.1
ENST00000229402	CCDS8601.1
ENST00000229405	CCDS4801.1
ENST00000229416	CCDS4952.1
ENST00000229430	CCDS5053.1
ENST00000229438	CCDS4704.1
ENST00000229441	CCDS4653.1
ENST00000229452	CCDS5010.1
ENST00000229454	CCDS4855.1
ENST00000229470	CCDS5096.1
ENST00000229471	CCDS5095.1
ENST00000229479	CCDS4477.1
ENST00000229488	CCDS4870.1
ENST00000229521	CCDS4557.1
ENST00000229563	CCDS4514.1
ENST00000229583	CCDS4521.1
ENST00000229606	CCDS5020.1
ENST00000229633	CCDS5133.1
ENST00000229681	CCDS4702.1
ENST00000229686	CCDS5212.1
ENST00000229690	CCDS4710.1
ENST00000229695	CCDS4712.1
ENST00000229702	CCDS4714.1
ENST00000229707	CCDS4718.1
ENST00000229708	CCDS5223.1
ENST00000229712	CCDS4721.1
ENST00000229715	CCDS4722.1
ENST00000229725	CCDS4723.1
ENST00000229729	CCDS4724.1
ENST00000229758	CCDS5242.1
ENST00000229760	CCDS5243.1
ENST00000229769	CCDS4805.1
ENST00000229771	CCDS4807.1
ENST00000229794	CCDS4816.1
ENST00000229795	CCDS4815.1
ENST00000229812	CCDS4822.1
ENST00000229815	CCDS4759.1
ENST00000229825	CCDS4760.1
ENST00000229829	CCDS4763.1
ENST00000229854	CCDS4940.1
ENST00000229866	CCDS4833.1
ENST00000229900	CCDS4839.1
ENST00000229903	CCDS4840.1
ENST00000229922	CCDS4539.1
ENST00000229932	CCDS4853.1
ENST00000229955	CCDS5036.1
ENST00000229971	CCDS5041.1
ENST00000229983	CCDS4965.1
ENST00000230036	CCDS4553.1
ENST00000230043	CCDS5159.1
ENST00000230048	CCDS4558.1
ENST00000230050	CCDS5164.1
ENST00000230053	CCDS4974.1
ENST00000230056	CCDS4560.1
ENST00000230083	CCDS5063.1
ENST00000230085	CCDS5066.1
ENST00000230124	CCDS5078.1
ENST00000230146	CCDS5085.1
ENST00000230165	CCDS5194.1
ENST00000230223	CCDS4657.1
ENST00000230224	CCDS4658.1
ENST00000230234	CCDS4768.1
ENST00000230236	CCDS4769.1
ENST00000230251	CCDS4773.1
ENST00000230256	CCDS5300.1
ENST00000230260	CCDS4671.1
ENST00000230273	CCDS4777.1
ENST00000230276	CCDS4779.1
ENST00000230301	CCDS5288.1
ENST00000230321	CCDS4857.1
ENST00000230323	CCDS4858.1
ENST00000230324	CCDS5307.1
ENST00000230338	CCDS4863.1
ENST00000230354	CCDS5315.1
ENST00000230361	CCDS4865.1
ENST00000230381	CCDS4871.1
ENST00000230402	CCDS4878.1
ENST00000230418	CCDS4888.1
ENST00000230419	CCDS4884.1
ENST00000230431	CCDS4891.1
ENST00000230495	CCDS4600.1
ENST00000230510	CCDS4993.1
ENST00000230529	CCDS5098.1
ENST00000230565	CCDS4915.1
ENST00000230568	CCDS4498.1
ENST00000230582	CCDS4623.1
ENST00000230588	CCDS4918.1
ENST00000230640	CCDS3967.1
ENST00000230671	CCDS4305.1
ENST00000230686	CCDS3903.1
ENST00000230731	CCDS3980.1
ENST00000230732	CCDS4281.1
ENST00000230771	CCDS4238.1
ENST00000230792	CCDS4096.1
ENST00000230859	CCDS3871.1
ENST00000230882	CCDS3940.1
ENST00000230895	CCDS3880.1
ENST00000230902	CCDS4199.1
ENST00000230914	CCDS3951.1
ENST00000230990	CCDS4223.1
ENST00000231004	CCDS4129.1
ENST00000231009	CCDS3964.1
ENST00000231021	CCDS3893.1
ENST00000231029	CCDS4230.1
ENST00000231061	CCDS4318.1
ENST00000231121	CCDS4327.1
ENST00000231130	CCDS4245.1
ENST00000231134	CCDS4247.1
ENST00000231136	CCDS4248.1
ENST00000231137	CCDS4249.1
ENST00000231173	CCDS4257.1
ENST00000231188	CCDS4442.1
ENST00000231189	CCDS4336.1
ENST00000231198	CCDS4341.1
ENST00000231228	CCDS4346.1
ENST00000231229	CCDS4459.1
ENST00000231238	CCDS4348.1
ENST00000231338	CCDS3904.1
ENST00000231357	CCDS3867.1
ENST00000231368	CCDS4087.1
ENST00000231383	CCDS3905.1
ENST00000231420	CCDS3908.1
ENST00000231449	CCDS4158.1
ENST00000231454	CCDS4156.1
ENST00000231461	CCDS4091.1
ENST00000231484	CCDS4269.1
ENST00000231498	CCDS3921.1
ENST00000231504	CCDS4173.1
ENST00000231509	CCDS4278.1
ENST00000231512	CCDS4167.1
ENST00000231524	CCDS3987.1
ENST00000231550	CCDS4180.1
ENST00000231572	CCDS4367.1
ENST00000231656	CCDS4304.1
ENST00000231668	CCDS4385.1
ENST00000231683	CCDS4395.1
ENST00000231721	CCDS2856.1
ENST00000231749	CCDS2825.1
ENST00000231790	CCDS2663.1
ENST00000231948	CCDS2562.1
ENST00000232003	CCDS3280.1
ENST00000232014	CCDS3289.1
ENST00000232217	CCDS3109.1
ENST00000232219	CCDS3110.1
ENST00000232375	CCDS2771.1
ENST00000232424	CCDS3305.1
ENST00000232458	CCDS3220.1
ENST00000232461	CCDS2812.1
ENST00000232496	CCDS2819.1
ENST00000232501	CCDS2826.1
ENST00000232508	CCDS2827.1
ENST00000232519	CCDS2896.1
ENST00000232564	CCDS3230.1
ENST00000232603	CCDS2955.1
ENST00000232607	CCDS3029.1
ENST00000232744	CCDS3045.1
ENST00000232854	CCDS2830.1
ENST00000232863	CCDS3145.1
ENST00000232888	CCDS2837.1
ENST00000232905	CCDS2690.1
ENST00000232907	CCDS2844.1
ENST00000232975	CCDS2857.1
ENST00000232978	CCDS2702.1
ENST00000233027	CCDS2863.1
ENST00000233057	CCDS1786.1
ENST00000233072	CCDS2393.1
ENST00000233078	CCDS12065.1
ENST00000233084	CCDS1686.1
ENST00000233114	CCDS1874.1
ENST00000233121	CCDS1731.1
ENST00000233143	CCDS1970.1
ENST00000233146	CCDS1834.1
ENST00000233156	CCDS2294.1
ENST00000233190	CCDS2366.1
ENST00000233202	CCDS2415.1
ENST00000233242	CCDS1703.1
ENST00000233336	CCDS2096.1
ENST00000233379	CCDS2014.1
ENST00000233468	CCDS1707.1
ENST00000233535	CCDS1743.1
ENST00000233545	CCDS1748.1
ENST00000233557	CCDS1753.1
ENST00000233575	CCDS1750.1
ENST00000233596	CCDS12070.1
ENST00000233607	CCDS12068.1
ENST00000233609	CCDS12067.1
ENST00000233612	CCDS2218.1
ENST00000233615	CCDS1943.1
ENST00000233627	CCDS12063.1
ENST00000233630	CCDS1946.1
ENST00000233638	CCDS1947.1
ENST00000233668	CCDS1954.1
ENST00000233685	CCDS2226.1
ENST00000233699	CCDS1957.1
ENST00000233710	CCDS2389.1
ENST00000233712	CCDS1959.1
ENST00000233713	CCDS1960.1
ENST00000233714	CCDS2392.1
ENST00000233735	CCDS1964.1
ENST00000233741	CCDS1860.1
ENST00000233813	CCDS2405.1
ENST00000233826	CCDS2498.1
ENST00000233838	CCDS1978.1
ENST00000233840	CCDS2501.1
ENST00000233892	CCDS2322.1
ENST00000233893	CCDS2320.1
ENST00000233944	CCDS2424.1
ENST00000233946	CCDS2055.1
ENST00000233948	CCDS2425.1
ENST00000233954	CCDS2057.1
ENST00000233955	CCDS2059.1
ENST00000233957	CCDS2060.1
ENST00000233969	CCDS2062.1
ENST00000233997	CCDS12044.1
ENST00000234038	CCDS2546.1
ENST00000234040	CCDS2545.1
ENST00000234071	CCDS2145.1
ENST00000234091	CCDS1659.1
ENST00000234111	CCDS1672.1
ENST00000234115	CCDS2166.1
ENST00000234170	CCDS1787.1
ENST00000234179	CCDS1789.1
ENST00000234195	CCDS1792.1
ENST00000234198	CCDS2248.1
ENST00000234256	CCDS1879.1
ENST00000234288	CCDS2333.1
ENST00000234296	CCDS2334.1
ENST00000234301	CCDS1808.1
ENST00000234313	CCDS1887.1
ENST00000234371	CCDS12049.1
ENST00000234392	CCDS1911.1
ENST00000234396	CCDS1912.1
ENST00000234420	CCDS1836.1
ENST00000234454	CCDS1920.1
ENST00000234487	CCDS138.1
ENST00000234490	CCDS87.1
ENST00000234492	CCDS186.1
ENST00000234505	CCDS123.1
ENST00000234584	CCDS257.1
ENST00000234590	CCDS97.1
ENST00000234594	CCDS373.1
ENST00000234619	CCDS464.1
ENST00000234626	CCDS734.1
ENST00000234646	CCDS195.1
ENST00000234677	CCDS795.1
ENST00000234697	CCDS239.1
ENST00000234698	CCDS241.1
ENST00000234701	CCDS709.1
ENST00000234744	CCDS1291.1
ENST00000234746	CCDS600.1
ENST00000234798	CCDS10430.1
ENST00000234816	CCDS1327.1
ENST00000234827	CCDS587.1
ENST00000234831	CCDS586.1
ENST00000234875	CCDS58.1
ENST00000234897	CCDS85.1
ENST00000234909	CCDS94.1
ENST00000234912	CCDS93.1
ENST00000234923	CCDS794.1
ENST00000234961	CCDS329.1
ENST00000234982	CCDS333.1
ENST00000235090	CCDS835.1
ENST00000235094	CCDS836.1
ENST00000235108	CCDS840.1
ENST00000235211	CCDS1575.1
ENST00000235287	CCDS125.1
ENST00000235299	CCDS130.1
ENST00000235307	CCDS1362.1
ENST00000235310	CCDS134.1
ENST00000235319	CCDS630.1
ENST00000235332	CCDS143.1
ENST00000235345	CCDS636.1
ENST00000235358	CCDS640.1
ENST00000235372	CCDS150.1
ENST00000235382	CCDS1377.1
ENST00000235391	CCDS1379.1
ENST00000235397	CCDS874.1
ENST00000235399	CCDS647.1
ENST00000235407	CCDS650.1
ENST00000235417	CCDS160.1
ENST00000235439	CCDS861.1
ENST00000235453	CCDS1392.1
ENST00000235455	CCDS165.1
ENST00000235470	CCDS889.1
ENST00000235521	CCDS900.1
ENST00000235547	CCDS903.1
ENST00000235553	CCDS1592.1
ENST00000235628	CCDS440.1
ENST00000235630	CCDS441.1
ENST00000235632	CCDS444.1
ENST00000235643	CCDS1615.1
ENST00000235647	CCDS448.1
ENST00000235657	CCDS452.1
ENST00000235701	CCDS668.1
ENST00000235740	CCDS1208.1
ENST00000235768	CCDS176.1
ENST00000235772	CCDS174.1
ENST00000235799	CCDS183.1
ENST00000235835	CCDS194.1
ENST00000235865	CCDS202.1
ENST00000235867	CCDS203.1
ENST00000235878	CCDS717.1
ENST00000235880	CCDS718.1
ENST00000235894	CCDS212.1
ENST00000235932	CCDS1459.1
ENST00000235933	CCDS923.1
ENST00000235941	CCDS913.1
ENST00000235958	CCDS243.1
ENST00000235971	CCDS237.1
ENST00000236015	CCDS951.1
ENST00000236040	CCDS472.1
ENST00000236051	CCDS478.1
ENST00000236056	CCDS483.1
ENST00000236063	CCDS501.1
